symbol,price,1h,24h,7d,date,volume_mkt_cap_ratio,log_price,encoded_symbol
MKR,1982.58,0.0289999999999999,0.071,0.129,2022-03-16,0.052383306147745314,7.592658571886189,0.09929955758303673
JUNO,38.35,0.018,0.096,-0.03,2022-03-16,0.006575499473767057,3.6724959748634123,0.09333957374277026
GALA,0.227781,0.026,0.047,0.037,2022-03-16,0.3217582648149263,0.20520847505848777,0.13434752248681925
BTT,1.812224e-06,0.0069999999999999,0.022,0.003,2022-03-16,0.05241193857612243,1.812222357924071e-06,0.09930328290461017
AR,32.52,-0.003,0.074,0.002,2022-03-16,0.03091922239543068,3.5121422756138823,0.09650689839242346
HBTC,41217.27,0.026,0.039,0.068,2022-03-16,0.00011602587365624331,10.626636883646173,0.09249914148747178
CAKE,5.57,0.026,0.01,-0.068,2022-03-16,0.06801654779074327,1.8825138324965192,0.10133357480255527
QNT,112.58,0.018,0.003,0.013,2022-03-16,0.01576197672700159,4.732507434449286,0.09453481228295899
ONE,0.127445,0.025,0.017,-0.012,2022-03-16,0.0500983929969423,0.1199540107170848,0.09900227101893379
XEC,7.9294818e-05,0.019,-0.005,0.144,2022-03-16,0.025006562298205616,7.929167433210246e-05,0.09573761120774653
BSV,77.11,0.013,0.015,-0.019,2022-03-16,0.0925499081562684,4.358118089622206,0.10452557289071139
NEO,20.13,0.024,0.0279999999999999,-0.017,2022-03-16,0.10538540859992915,3.0506938316279655,0.10619558027112166
TUSD,1.0,0.0,0.001,0.001,2022-03-16,0.08177185736445079,0.6931471805599453,0.1031232571455811
HT,8.98,0.01,0.009,-0.025,2022-03-16,0.023066907790300913,2.300583090323373,0.09548524571893173
KCS,18.41,0.0139999999999999,0.009,0.02,2022-03-16,0.006169729249984162,2.9657883971809187,0.09328677959801193
CEL,3.18,0.009,0.032,0.098,2022-03-16,0.0029178406786029257,1.430311246536665,0.09286368133719106
STX,1.26,0.018,0.026,0.183,2022-03-16,0.03367770843081806,0.8153648132841945,0.09686580080203934
HEART,0.044270474958,0.025,0.086,-0.547,2022-03-16,0.0014153223662633386,0.043318531536419354,0.09266819097187008
ENJ,1.4,0.018,0.05,0.046,2022-03-16,0.10288840240108867,0.8754687373538999,0.10587069860411559
BAT,0.822605,0.021,0.055,0.251,2022-03-16,0.2654611236587944,0.6002667964098256,0.12702278733999658
NEXO,2.19,0.015,0.031,0.098,2022-03-16,0.003749010690094748,1.1600209167967532,0.09297182359932253
AMP,0.025036137658,0.018,0.0069999999999999,0.003,2022-03-16,0.006743580254782974,0.024727868220591788,0.09336144247675798
XRD,0.121859,0.015,0.064,-0.001,2022-03-16,0.0001802482728419312,0.11498713075436555,0.09250749736584976
KSM,126.84,0.025,0.04,0.038,2022-03-16,0.058182313597776536,4.850779482017964,0.10005405759517995
CELO,2.52,0.022,0.037,-0.076,2022-03-16,0.043398797886557164,1.2584609896100056,0.09813059692027178
KDA,6.23,0.024,0.009,0.031,2022-03-16,0.05525001634220616,1.9782390361706734,0.09967254087287887
CHZ,0.198241,0.026,0.024,0.02,2022-03-16,0.10426474937853643,0.18085464807592244,0.10604977300954543
DASH,97.64,0.016,0.005,0.03,2022-03-16,0.23702875215166544,4.591476858856089,0.12332349486068207
FXS,17.92,0.006,-0.011,0.006,2022-03-16,0.004687584874573625,2.9402195636237325,0.09309394005454157
USDP,0.999025,-0.002,0.001,-0.001,2022-03-16,0.05794167433777102,0.6926595616931871,0.10002274838818878
BIT,1.12,0.025,0.019,0.036,2022-03-16,0.05493106124212016,0.7514160886839212,0.09963104211141639
GT,6.52,0.012,0.031,-0.005,2022-03-16,0.0078543613989197,2.017566137961748,0.0935059645167728
CVX,18.29,0.038,0.054,0.147,2022-03-16,0.046210334604512904,2.9595868269176377,0.09849640167326056
SNX,4.24,0.053,0.079,0.084,2022-03-16,0.07007710906059905,1.6563214983329508,0.10160167128570768
XIDO,30.86,-0.027,-0.049,0.7659999999999999,2022-03-16,0.0016383181565874142,3.4613513044819024,0.09269720461393852
LRC,0.710702,0.03,0.035,-0.033,2022-03-16,0.1272995785598512,0.5369038125874851,0.10904679949153856
XEM,0.098240605826,0.021,0.043,0.037,2022-03-16,0.023722594437271538,0.0937094500707216,0.09557055610822927
ANC,3.1,0.06,0.088,-0.18,2022-03-16,0.13314950146760032,1.410986973710262,0.10980792403620696
ROSE,0.227889,0.036,0.07,0.027,2022-03-16,0.08288680382757822,0.20529643475997017,0.10326832112889503
CRV,2.02,0.026,0.022,-0.006,2022-03-16,0.19075681682045884,1.1052568313867783,0.11730312394891548
DCR,56.87,0.02,0.143,0.088,2022-03-16,0.031801239966375086,4.058199115585747,0.09662165635294039
CUSDT,0.021768404499,0.0,0.0,0.0,2022-03-16,1.0460710127296221e-05,0.02153485602231269,0.09248540656509915
SCRT,4.61,0.017,0.008,0.027,2022-03-16,0.02601880139183363,1.724550719534605,0.09586931209190905
LN,129.46,0.036,0.018,0.024,2022-03-16,0.0015905240853378451,4.87106666636795,0.09269098620024464
MINA,1.81,0.015,0.105,-0.004,2022-03-16,0.09305210640487523,1.0331844833456545,0.10459091313866539
HOT,0.00414796568,0.027,0.027,0.0279999999999999,2022-03-16,0.08606144688133524,0.004139386586034607,0.10368136909326645
COMP,109.58,0.026,0.045,0.052,2022-03-16,0.05613094644462018,4.705739240909787,0.09978715734452441
IOTX,0.076638517501,0.042,0.0069999999999999,0.1169999999999999,2022-03-16,0.12790788090344526,0.0738437034887626,0.10912594478141502
KUB,7.89,0.004,0.0,-0.034,2022-03-16,0.0031386249496027675,2.1849270495258133,0.09289240724185419
USDN,1.0,0.003,-0.001,0.0069999999999999,2022-03-16,0.02226806590188547,0.6931471805599453,0.09538130961957275
YFI,18982.86,0.017,0.017,-0.0139999999999999,2022-03-16,0.12069252256006571,9.851344423457139,0.10818716551537558
NXM,92.51,0.026,0.035,0.065,2022-03-16,3.0133787972051343e-06,4.5380683824473556,0.09248443760418172
XDC,0.050635431946,-0.002,-0.022,0.0969999999999999,2022-03-16,0.016113430413198893,0.04939515440783117,0.09458053938587938
1INCH,1.5,0.021,0.111,0.163,2022-03-16,0.19550119988450643,0.9162907318741551,0.11792040839117235
WAXP,0.274089,0.021,0.02,0.0,2022-03-16,0.043622177987981986,0.24223141342268126,0.09815966056447122
SLP,0.016547553043,0.019,0.018,-0.076,2022-03-16,0.16165503575171639,0.01641213414601988,0.11351673561281543
QTUM,5.95,0.0289999999999999,0.023,0.036,2022-03-16,0.12893807584680989,1.9387416595767009,0.10925998187379267
PAXG,1935.78,0.0069999999999999,0.005,-0.057,2022-03-16,0.05027009722396852,7.5687820792590905,0.09902461119395385
SUSHI,3.12,0.036,0.069,0.0819999999999999,2022-03-16,0.21915280036349907,1.415853163361435,0.12099768204573724
RENBTC,40555.22,0.016,0.034,0.048,2022-03-16,0.024609253138524616,10.610444438655843,0.09568591791912999
LPT,23.82,0.03,0.023,0.024,2022-03-16,0.019146155513141465,3.211649779776461,0.09497512262179526
ANKR,0.072181812557,0.023,0.016,-0.064,2022-03-16,0.06942705058301077,0.06969564953379973,0.10151709316894195
BNT,2.29,0.017,0.033,0.062,2022-03-16,0.04475364040880223,1.1908875647772805,0.0983068734138432
POKT,0.699085,0.019,-0.003,-0.055,2022-03-16,0.0016789883432587335,0.5300898708674407,0.09270249614987838
MSOL,88.63,0.025,0.0139999999999999,0.043,2022-03-16,0.032271976795913836,4.4956900853692705,0.09668290320365815
OMG,4.11,0.019,0.016,0.081,2022-03-16,0.1856039695685225,1.631199404215613,0.11663269485434047
ZIL,0.041008132304,0.033,0.032,0.047,2022-03-16,0.06645327225113662,0.040189601613845605,0.10113017940708806
SFM,0.001028389235,0.038,-0.034,-0.088,2022-03-16,0.000718569756738723,0.0010278608050474205,0.0925775375528364
RNDR,2.43,0.024,0.035,-0.031,2022-03-16,0.0423398641853895,1.2325602611778486,0.0979928206719613
FEI,1.0,0.001,0.0,0.003,2022-03-16,0.018402474601621,0.6931471805599453,0.09487836343298446
GNO,298.83,0.021,0.025,-0.003,2022-03-16,0.005212070939622622,5.703215647373299,0.09316218013628975
ICX,0.753601,0.026,-0.013,0.21,2022-03-16,0.08198134753362583,0.5616713880268712,0.10315051359188651
RVN,0.051804162049,0.027,0.042,0.006,2022-03-16,0.03600639536360743,0.05050693923791496,0.09716878270613362
IOST,0.022568760363,0.025,0.011,0.015,2022-03-16,0.06826145427321831,0.022317853972599028,0.10136543921135172
BTG,29.74,0.018,0.0279999999999999,0.032,2022-03-16,0.017678885330984582,3.4255647381104497,0.09478421833691653
KAVA,3.16,0.023,0.035,0.034,2022-03-16,0.045060876102287345,1.425515074273172,0.09834684738119241
UMA,7.74,0.018,0.018,-0.016,2022-03-16,0.09149695813501968,2.167910189667444,0.10438857516986623
OKT,32.27,0.023,0.01,-0.062,2022-03-16,0.010570239395824526,3.5046560900303856,0.09385932325950612
SGB,0.062799688152,0.022,0.006,-0.1369999999999999,2022-03-16,0.005402315668024962,0.06090664148232667,0.09318693258765778
EXRD,0.122181,0.022,0.063,0.004,2022-03-16,0.005346398789736407,0.11527411316306589,0.09317965732793251
VLX,0.213154,-0.0,0.004,-0.037,2022-03-16,0.008497370034401465,0.19322357985891617,0.09358962538933756
RPL,30.03,0.024,0.0409999999999999,0.15,2022-03-16,0.0012027575161254315,3.434954478460289,0.09264053448351545
XAUT,1950.12,0.003,-0.002,-0.044,2022-03-16,0.007681641011780959,7.576158845651166,0.09348349213071079
GLMR,2.38,0.023,0.038,-0.036,2022-03-16,0.07830132609163908,1.2178757094949273,0.10267171161644649
SAPP,0.564647,0.02,0.001,0.0139999999999999,2022-03-16,0.0009188706895607432,0.4476602394444043,0.09260359840161936
ZEN,38.73,0.015,0.061,0.026,2022-03-16,0.06197650741735641,3.6821065698265074,0.100547714364483
WOO,0.492556,0.019,0.087,0.124,2022-03-16,0.12916511077690035,0.40049008651875073,0.10928952104217385
LUSD,1.0,0.0,0.0,-0.008,2022-03-16,0.006934840300716032,0.6931471805599453,0.09338632702954093
GLM,0.465346,0.016,0.022,-0.085,2022-03-16,0.03424457373402647,0.38209139205792414,0.0969395547818091
RLY,0.180078,0.026,0.001,-0.0579999999999999,2022-03-16,0.007228138956193798,0.16558053798786787,0.09342448767013786
BABYDOGE,2.864e-09,0.026,0.021,-0.039,2022-03-16,0.02353086808140594,2.8639999958987517e-09,0.09554561088457242
AUDIO,0.735289,0.027,0.026,0.02,2022-03-16,0.017660306556458536,0.551173970132667,0.0947818010809074
SC,0.008880296534,0.018,0.022,-0.004,2022-03-16,0.02750968305102413,0.008841098589394076,0.09606328843004211
METIS,146.38,0.026,0.009,-0.047,2022-03-16,0.08903457824473557,4.9930142853388535,0.10406819867903924
ONT,0.499727,0.021,0.0289999999999999,-0.011,2022-03-16,0.07106470150983235,0.40528309154415454,0.10173016543256985
ZRX,0.509791,0.025,0.035,0.0279999999999999,2022-03-16,0.06849033709891317,0.41197123065117597,0.10139521880661076
NFT,1.523622e-06,0.004,0.005,-0.047,2022-03-16,0.16376003363484767,1.5236208392891796e-06,0.11379061367592698
SKL,0.12635,0.013,0.043,0.1119999999999999,2022-03-16,0.02767637016167014,0.11898231623186555,0.09608497583570423
CHSB,0.428284,0.022,0.026,-0.054,2022-03-16,0.0026328732551094422,0.35647372369529706,0.09282660466047717
DYDX,4.64,0.0289999999999999,0.032,-0.036,2022-03-16,0.2394769191968872,1.7298840655099674,0.12364202213992165
ELON,7.24104e-07,0.043,0.072,0.0279999999999999,2022-03-16,0.027790873846694344,7.241037378368251e-07,0.09609987373547167
OHM,28.12,0.0139999999999999,-0.019,-0.086,2022-03-16,0.009029714853285967,3.3714252233284854,0.09365888796155768
DAG,0.152116,0.013,-0.013,0.249,2022-03-16,0.0026657663173245026,0.1416002516487987,0.0928308843266191
SYN,2.17,0.012,-0.078,0.0,2022-03-16,0.024232713158086592,1.1537315878891892,0.09563692687673853
IMX,1.57,0.043,0.012,0.049,2022-03-16,0.2398733208364251,0.9439058989071284,0.12369359735247691
CVXCRV,1.95,0.038,0.021,0.0069999999999999,2022-03-16,0.0002659683486255189,1.0818051703517284,0.09251865027413224
DOME,0.042328407322,-0.004,0.09,-0.07,2022-03-16,0.12310951342518246,0.04145706385015284,0.10850163650938523
GUSD,1.0,0.003,0.001,0.001,2022-03-16,0.008939989840643432,0.6931471805599453,0.09364721397705054
JST,0.048936163597,0.013,0.005,0.033,2022-03-16,0.21064908820627518,0.04777647303146614,0.11989127703053876
DESO,33.97,0.005,0.111,0.192,2022-03-16,0.0021700164535783306,3.5544905510752844,0.09276638306818141
POLY,0.384838,0.017,0.0139999999999999,-0.036,2022-03-16,0.03545489682081765,0.325583165289044,0.09709702807211781
NU,0.419373,0.004,0.01,-0.098,2022-03-16,0.012602593985179378,0.35021522480579925,0.09412374981449172
REN,0.338855,0.032,0.012,-0.012,2022-03-16,0.12173529373638418,0.29181477107679127,0.1083228388822361
KEEP,0.609779,0.012,0.019,-0.066,2022-03-16,0.006898225432205745,0.47609690249363834,0.09338156312486005
ILV,519.92,0.023,0.038,0.033,2022-03-16,0.033307259096901916,6.255596479099502,0.09681760220437473
FLUX,1.43,0.016,0.022,0.087,2022-03-16,0.04690670599261712,0.8878912573524571,0.09858700549215683
ENS,14.05,0.04,0.043,0.016,2022-03-16,0.12038999755368542,2.711377991194885,0.10814780444833878
HIVE,0.869127,0.015,0.0409999999999999,0.011,2022-03-16,0.038590167887635037,0.6254714769406924,0.09750495340733588
LDO,2.98,0.0409999999999999,0.085,0.515,2022-03-16,0.01452070342689868,1.3812818192963463,0.09437331210761507
GMT,0.534126,0.073,0.573,2.935,2022-03-16,3.182031115809709,0.4279608377726894,0.5064932593916528
SPELL,0.003547901833,0.015,0.009,-0.059,2022-03-16,0.08603484713129088,0.0035416228763236416,0.10367790824036974
CKB,0.010554840501,0.0139999999999999,0.02,-0.015,2022-03-16,0.019473240945593266,0.010499527048019373,0.09501767920839793
KNC,3.06,0.025,0.008,0.002,2022-03-16,0.1283916520319385,1.4011829736136414,0.10918888750488415
FLEX,3.97,0.002,0.006,-0.002,2022-03-16,4.256078845211892,1.6034198401085376,0.6462359708572127
HUSD,0.999103,0.0,0.001,0.0,2022-03-16,0.13916806838987594,0.692698579953738,0.11059099059631584
UOS,1.15,0.01,0.024,-0.037,2022-03-16,0.029111034616097375,0.7654678421395714,0.09627163783909258
PEOPLE,0.060612313279,0.061,0.102,0.075,2022-03-16,0.46772649809395744,0.05884639538289863,0.15333922662421617
LOOKS,1.29,0.086,0.177,0.231,2022-03-16,0.1587033505384423,0.8285518175661483,0.11313269635291652
JEWEL,4.16,0.04,0.016,-0.074,2022-03-16,0.03777833684517147,1.6409365794934714,0.09739932730896042
TEL,0.004899527146,0.008,0.027,-0.011,2022-03-16,0.009422097860623353,0.004887563524351989,0.09370994031600831
TOMB,1.18,0.031,0.01,-0.054,2022-03-16,0.04706487392639466,0.7793248768009976,0.09860758448071377
STARS,0.401895,0.0139999999999999,-0.005,-0.125,2022-03-16,0.005748439648690126,0.33782489279779115,0.09323196625072257
DGB,0.019668130187,0.03,0.018,0.059,2022-03-16,0.05279358561610871,0.01947721179253286,0.09935293841872794
XDB,0.389141,0.023,0.216,0.209,2022-03-16,0.0128670488865763,0.32868557049927427,0.09415815763825029
SYS,0.468329,0.023,-0.031,-0.074,2022-03-16,0.04276820719672387,0.3841250195238509,0.09804855172767006
LSK,2.03,0.015,0.006,0.019,2022-03-16,0.025912810148848168,1.1085626195212777,0.09585552173298838
TOKE,25.32,0.03,0.076,-0.004,2022-03-16,0.020910335486867715,3.2703291064571163,0.09520465738667855
XNO,2.2,-0.006,0.288,0.312,2022-03-16,0.37546727817783637,1.1631508098056809,0.14133552027500934
10SET,3.3,0.016,0.03,0.434,2022-03-16,0.010574382989099898,1.4586150226995167,0.09385986237610555
PLA,0.797778,0.021,0.04,-0.013,2022-03-16,0.06105502894545129,0.5865514579035128,0.10042782220634508
SAFEMOON,5.06313e-07,0.02,0.025,0.003,2022-03-16,1.2611272089637015e-05,5.063128718236162e-07,0.09248568637143509
RON,1.86,0.023,0.0289999999999999,-0.004,2022-03-16,0.008115361189367763,1.0508216248317612,0.09353992280131705
XPRT,3.3,0.012,0.045,0.038,2022-03-16,0.00943228815632531,1.4586150226995167,0.0937112661598354
RACA,0.001341144021,0.0279999999999999,0.0409999999999999,0.099,2022-03-16,0.056843314256199165,0.0013402454906401588,0.09987984243367426
ARRR,1.44,0.023,0.0279999999999999,0.312,2022-03-16,0.005308614927752973,0.8919980393051105,0.09317474132729431
MIMATIC,0.99909,0.002,0.006,0.002,2022-03-16,0.04341804938529881,0.6926920770160359,0.09813310170340225
CSPR,0.063408018304,0.023,0.1009999999999999,0.019,2022-03-16,0.04260364847949046,0.06147886231169532,0.09802714124402769
EVER,0.191627,-0.011,-0.009,0.001,2022-03-16,2.4497022696624243e-05,0.17531960021055962,0.09248723280831322
SXP,1.34,0.022,0.059,0.038,2022-03-16,0.27777725547202,0.8501509293696101,0.12862522046026895
FLOKI,2.8340322e-05,0.04,0.042,-0.037,2022-03-16,0.025149710739017832,2.833992042066171e-05,0.09575623603298805
ZNN,5.35,0.011,0.025,-0.019,2022-03-16,0.00016586474242841773,1.8484548129046001,0.09250562594665171
INJ,5.33,0.027,0.024,0.021,2022-03-16,0.06257359114741477,1.8453002361560848,0.10062540001766786
MXC,0.104299,-0.0,0.031,0.175,2022-03-16,0.08343244002409993,0.09921074451951027,0.1033393130219817
WIN,0.00026633365,0.011,0.02,-0.009,2022-03-16,0.4951585524452773,0.0002662981894895173,0.15690836936450922
WRX,0.558123,0.012,-0.002,-0.073,2022-03-16,0.02781879385743506,0.4434818917007981,0.09610350636547335
PERP,3.85,0.019,0.012,-0.009,2022-03-16,0.033236654153802246,1.5789787049493917,0.09680841590294553
MBOX,2.04,0.026,-0.024,0.06,2022-03-16,0.15199576044087454,1.1118575154181303,0.11225998203866962
ASTRO,2.02,0.034,-0.001,0.396,2022-03-16,0.02399748007531335,1.1052568313867783,0.0956063210592192
TWT,0.721272,0.026,-0.084,0.065,2022-03-16,0.18154463949432703,0.5430635523879059,0.11610454161145106
SRM,1.87,0.02,0.026,0.034,2022-03-16,0.1630622013168639,1.0543120297715298,0.1136998197776729
C98,1.34,0.024,0.035,0.066,2022-03-16,0.21112858229675835,0.8501509293696101,0.1199536632751176
MIR,1.71,0.016,-0.046,0.13,2022-03-16,0.44205294783661847,0.9969486348916096,0.14999888016875204
ZMT,2.79,-0.002,0.004,-0.005,2022-03-16,0.057565739656437645,1.332366019094335,0.09997383610034036
TRIBE,0.543192,0.011,0.01,0.0289999999999999,2022-03-16,0.03252042617968921,0.4338529985627673,0.09671522857393759
VVS,2.2321211e-05,0.018,0.022,-0.087,2022-03-16,0.016352076546269616,2.2320961885476766e-05,0.09461158927016583
HERO,0.045156504195,0.023,0.034,-0.106,2022-03-16,0.035790668781324614,0.04416663898305358,0.09714071484963326
CTC,1.14,0.015,0.015,0.023,2022-03-16,0.01362362819003009,0.76080582903376,0.09425659501715727
STSOL,87.91,0.024,0.013,0.04,2022-03-16,0.019825288689043645,4.487624622133048,0.0950634836032012
API3,4.7,0.0279999999999999,-0.008,-0.1009999999999999,2022-03-16,0.12871872377390398,1.7404661748405046,0.10923144231023851
ELG,3.37,0.024,0.021,0.051,2022-03-16,0.0029987244847273836,1.4747630091074988,0.09287420500580658
FX,0.488809,0.019,0.005,-0.005,2022-03-16,0.009053583784131645,0.39797647146465526,0.09366199351173468
RAY,2.51,0.013,0.0559999999999999,0.035,2022-03-16,0.14540354362467947,1.2556160374777743,0.11140227876604439
CET,0.061152343679,0.005,0.035,0.072,2022-03-16,0.0038058393556651073,0.05935543431885238,0.09297921749029997
EURT,1.1,0.004,0.008,0.012,2022-03-16,0.11168685594257877,0.7419373447293773,0.10701545197115257
FET,0.327851,0.022,0.0069999999999999,0.024,2022-03-16,0.09599570664100433,0.2835618459643057,0.10497390047452271
DENT,0.002351313514,0.023,0.017,0.008,2022-03-16,0.08480392999549001,0.0023485535019684934,0.10351775548976341
XCH,65.15,0.012,-0.021,-0.084,2022-03-16,0.046306345195474205,4.191924890560965,0.09850889346477322
SNT,0.056745127667,0.012,0.0069999999999999,-0.034,2022-03-16,0.03498627076148867,0.055193549777057094,0.09703605585049178
POWR,0.503878,0.01,0.005,-0.023,2022-03-16,0.14865177811177446,0.408047105216208,0.1118249015995336
MED,0.040119247871,0.011,0.025,0.025,2022-03-16,0.03592776270966024,0.039335367994586846,0.09715855193149343
